gene_symbol,Cmpk1
pvalue,0.6300078
parameter_name,Lens Opacity
mouse_life_stage,Early adult
parameter_id,UCDLA_EYE_017_001
mouse_strain,C57BL
analysis_id,76d28n6222hfvov
gene_accession_id,MGI:1913838
