parameter_name,Edema
mouse_strain,C57BL
gene_accession_id,MGI:106100
parameter_id,IMPC_GEO_064_001
analysis_id,89j88473dupm2w4
pvalue,0.67316
mouse_life_stage,Early adult
gene_symbol,Etfdh
