parameter_name,Startle response
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,742i91og999xu3b
pvalue,0.6440338
parameter_id,HMGULA_SHI_009_001
gene_symbol,Bach2
gene_accession_id,MGI:894679
