parameter_id,M-G-P_014_001_009
mouse_strain,C55BL
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
pvalue,0.8365408
parameter_name,lens
analysis_id,8m64htb146fan11
gene_symbol,Tnfsf10
