parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
pvalue,0.2114298
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,043j554rpiuihkb
gene_accession_id,MGI:1345282
mouse_life_stage,Middle aged adult
