gene_symbol,Sdcbp2
mouse_strain,C57BL
gene_accession_id,MGI:2385156
parameter_id,IMPC_GEL_011_001
mouse_life_stage,Early adult
analysis_id,55ex44jd5uets90
pvalue,0.3428989
parameter_name,Embryo turning
