parameter_name,Center distance travelled
pvalue,0.4775233
gene_symbol,Bmi1
parameter_id,JAX_OFD_014_001
gene_accession_id,MGI:88174
analysis_id,79w35izbr255302
mouse_life_stage,E15.5
mouse_strain,C57BL
