gene_symbol,Nucks1
parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
parameter_name,Ulna
analysis_id,97165492za9d87p
gene_accession_id,MGI:1934811
pvalue,0.3444279
mouse_life_stage,Middle aged adult
