mouse_life_stage,E18.5
parameter_name,Cornea
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,b419pl60686d62y
pvalue,0.940516
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1914309
