parameter_id,IMPC_GEL_006_001
gene_symbol,Lpgat1
pvalue,0.7668017
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Pericardium Morphology
mouse_life_stage,Early adult
analysis_id,410641q12s38xe7
