gene_symbol,Mecom
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HMGULA_SHI_009_001
analysis_id,495161z0e9g4029
parameter_name,Startle response
pvalue,0.4358634
gene_accession_id,MGI:95457
