parameter_name,18kHz-evoked ABR Threshold
gene_accession_id,MGI:108072
parameter_id,IMPC_ABR_008_001
pvalue,0.1388843
analysis_id,ow89a449z49iqhi
mouse_life_stage,Early adult
gene_symbol,Traf6
mouse_strain,C57BL
