gene_symbol,Wars2
parameter_name,Fat mass
analysis_id,3199ubde72q1i0n
gene_accession_id,MGI:1917810
pvalue,0.6018047
parameter_id,IMPC_DXA_002_001
mouse_life_stage,E12.5
mouse_strain,C57BL
