gene_symbol,Plcb1
parameter_name,Center permanence time
gene_accession_id,MGI:97613
parameter_id,JAX_OFD_016_001
mouse_life_stage,Late adult
pvalue,0.3506833
analysis_id,djj7053gw71i359
mouse_strain,C57BL
