gene_symbol,Trim46
mouse_life_stage,Early adult
pvalue,0.07147002
gene_accession_id,MGI:2673000
analysis_id,48hqkq45ou8tv8t
parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
mouse_strain,C57BL
