mouse_life_stage,Early adult
parameter_id,IMPC_ECH_001_001
analysis_id,kwaxa7jm35nx6i8
mouse_strain,C57BL
pvalue,0.2551491
parameter_name,End-Systolic Diameter
gene_accession_id,MGI:1914050
gene_symbol,Trp53rkb
