gene_symbol,Hnf4a
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.6088129
gene_accession_id,MGI:109128
parameter_id,MGP_MLN_006_001
analysis_id,179jxmr5631x50e
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
