gene_symbol,Extl1
pvalue,0.7691305
parameter_id,MGP_MLN_066_001
mouse_life_stage,Early adult
analysis_id,e6537u1lexlma9x
mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_name,Effector CD4+ T helper cells - % of CD45+
