gene_symbol,Lurap1
parameter_name,Edema
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
analysis_id,899r093223v78ej
parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
pvalue,0.8931728
