mouse_strain,C57BL
parameter_id,IMPC_GEO_011_001
analysis_id,g7w963cewdnp0s5
gene_symbol,Ahcy
pvalue,0.7317818
parameter_name,Blood Vessel Morphology
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
