mouse_life_stage,Early adult
gene_symbol,Mgst2
gene_accession_id,MGI:2448481
analysis_id,30477uqb1312a29
parameter_id,ESLIM_011_001_705
parameter_name,Global prepulse inhibition
pvalue,0.5150253
mouse_strain,C57BL
