parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
gene_accession_id,MGI:1916846
analysis_id,r3la4p04sa666x8
parameter_name,Periphery distance travelled
gene_symbol,Ap5s1
pvalue,0.4859875
mouse_life_stage,Early adult
