mouse_life_stage,Middle aged adult
parameter_name,RR
parameter_id,IMPC_ECG_004_001
analysis_id,2zycxkg8b30pq53
gene_symbol,Hnf4a
gene_accession_id,MGI:109128
pvalue,0.5202755
mouse_strain,C57BL
