mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.1719217
gene_accession_id,MGI:99915
parameter_id,M-G-P_025_001_030
gene_symbol,Lamb3
parameter_name,Magnesium
analysis_id,8z460asw7l3cvtt
