mouse_life_stage,Middle aged adult
parameter_id,IMPC_HEM_008_001
pvalue,0.6852451
mouse_strain,C57BL
gene_accession_id,MGI:2446186
Gene_symbol,Lpgat1
analysis_id,ru769w6u55dmcm6
parameter_name,Platelet count
