parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:1914437
analysis_id,h7o843u3119g76c
mouse_strain,C57BL
pvalue,0.9806347
mouse_life_stage,Early adult
gene_symbol,Zmynd19
parameter_name,Lean mass
