gene_symbol,Dcaf12
analysis_id,3nj902iunn4law1
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
pvalue,0.9475898
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
