parameter_id,IMPC_XRY_027_001
mouse_life_stage,Early adult
parameter_name,Joints
pvalue,0.3730739
mouse_strain,C57BL
gene_accession_id,MGI:99501
analysis_id,pg0b9s18in23ql3
gene_symbol,Fgb
