gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.522642
parameter_name,Ly6Clow monocyte percentage
mouse_life_stage,Early adult
gene_accession_id,MGI:87968
analysis_id,30m7vv68dn440vw
parameter_id,MGP_PBI_018_001
