mouse_strain,C57BL
parameter_name,Mean right eye lens density
gene_accession_id,MGI:96646
pvalue,0.7102372
parameter_id,IMPC_EYE_059_001
gene_symbol,Jun
mouse_life_stage,E15.5
analysis_id,xgxq31656549h69
