parameter_name,BMC/Body weight
mouse_strain,C57BL
parameter_id,JAXLA_DXA_007_001
gene_symbol,Zfp683
analysis_id,lo11287062k076x
mouse_life_stage,Early adult
pvalue,0.1879231
gene_accession_id,MGI:3650254
