gene_symbol,Bmi1
pvalue,0.6828862
parameter_id,MGP_IMM_099_001
gene_accession_id,MGI:88174
parameter_name,Effector NK cells - % of CD45+
analysis_id,1fbb193z52av1cy
mouse_life_stage,E15.5
mouse_strain,C57BL
