parameter_name,Embryo Size
mouse_strain,C57BL
pvalue,0.3684123
parameter_id,IMPC_GEL_032_001
gene_accession_id,MGI:1341628
gene_symbol,Atrn
analysis_id,9ax3170q6s0w1x1
mouse_life_stage,Early adult
