parameter_id,IMPC_XRY_001_001
analysis_id,4se6z5pk26j3y4q
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
pvalue,0.229886
mouse_strain,129SV
parameter_name,Skull shape
gene_symbol,Cntfr
