gene_symbol,Usp37
pvalue,0.6309758
parameter_name,Lean mass
mouse_strain,C57BL
gene_accession_id,MGI:2442483
parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Early adult
analysis_id,e0tq08p1c4918h8
