parameter_id,IMPC_ABR_008_001
parameter_name,18kHz-evoked ABR Threshold
analysis_id,1356bcofa14y10f
gene_symbol,Lamb3
mouse_strain,C57BL
pvalue,0.2439978
gene_accession_id,MGI:99915
mouse_life_stage,Early adult
