gene_symbol,AU040320
mouse_life_stage,Late adult
analysis_id,n2eft15293p866t
pvalue,0.2515383
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_id,MGP_MLN_031_001
parameter_name,Total NK cells - % of CD45+
