parameter_id,IMPC_GEP_017_001
pvalue,0.5888299
gene_accession_id,MGI:88380
parameter_name,Facial Morphology
analysis_id,66yuzmrayuull7h
mouse_strain,C57BL
gene_symbol,F2
mouse_life_stage,Early adult
