gene_symbol,Wars2
pvalue,0.4021619
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
parameter_name,Bone Mineral Density (excluding skull)
parameter_id,M-G-P_005_001_004
mouse_strain,C57BL
analysis_id,9lx2lpj8x09040w
