gene_symbol,Wars2
mouse_life_stage,E12.5
parameter_id,HRWLLA_CSD_008_001
gene_accession_id,MGI:1917810
mouse_strain,C57BL
pvalue,1.171799
analysis_id,a298ovr8i51le3g
parameter_name,Coat - color pattern - back
