parameter_id,MGP_BMI_014_001
gene_symbol,Nemp2
mouse_strain,C57BL
analysis_id,zbm14u93nh5508w
gene_accession_id,MGI:2444113
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.6726066
mouse_life_stage,Early adult
