parameter_name,Prepulse inhibition - PP2
parameter_id,ESLIM_011_001_702
gene_accession_id,MGI:1925049
gene_symbol,Sla2
pvalue,0.9286514
mouse_strain,C57BL
analysis_id,e40r4a0d61o30qj
mouse_life_stage,Early adult
