parameter_id,M-G-P_013_001_001
analysis_id,6sw4s5p089v79q7
mouse_strain,C57BL
gene_symbol,Snap23
pvalue,0.3347132
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
parameter_name,Eye
