mouse_strain,129SV
analysis_id,7135a59ff19v27m
gene_accession_id,MGI:1920638
pvalue,0.3502302
parameter_id,IMPC_CBC_018_001
gene_symbol,Bpifa3
parameter_name,Glucose
mouse_life_stage,Early adult
