parameter_id,IMPC_EYE_017_001
gene_accession_id,MGI:2444554
mouse_life_stage,E12.5
pvalue,0.4219497
mouse_strain,C57BL
gene_symbol,Mapkap1
analysis_id,9mefi89r5o12fcl
parameter_name,Lens Opacity
