gene_symbol,Arpc2
parameter_id,ESLIM_001_001_117
mouse_life_stage,Early adult
parameter_name,eye size
mouse_strain,129SV
analysis_id,qt832g6981h47my
pvalue,0.5020505
gene_accession_id,MGI:1923959
