mouse_life_stage,Middle aged adult
analysis_id,d66c2f7bwu6t7bl
parameter_id,IMPC_CBC_014_001
gene_symbol,Hnf4a
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
gene_accession_id,MGI:109128
pvalue,0.982809
