gene_symbol,Frmpd1
parameter_id,IMPC_ECG_003_001
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
pvalue,0.526808
parameter_name,CV
analysis_id,5ee469934370ogf
mouse_strain,C57BL
