gene_symbol,Cd52
mouse_life_stage,Early adult
parameter_name,Hemoglobin
gene_accession_id,MGI:1346088
parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
pvalue,0.886256
analysis_id,t56632a4jf2bvd2
