mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
mouse_strain,C57BL
pvalue,0.5004351
parameter_name,Body weight
analysis_id,10u1nmo2n6nqk40
parameter_id,M-G-P_009_001_003
gene_symbol,Sfpq
