gene_symbol,Rgs20
mouse_strain,C57BL
parameter_id,IMPC_GEL_029_001
gene_accession_id,MGI:1929866
analysis_id,6u2341qk4kn5568
pvalue,0.1530863
mouse_life_stage,Early adult
parameter_name,Midbrain
