gene_symbol,Ints7
mouse_strain,C57BL
analysis_id,sog030v7zf75m42
gene_accession_id,MGI:1924315
parameter_id,M-G-P_005_001_001
pvalue,0.0583501
mouse_life_stage,Early adult
parameter_name,Weight
