parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
pvalue,0.5364382
gene_symbol,Rab22a
gene_accession_id,MGI:105072
mouse_strain,C57BL
analysis_id,ht7d5z003dv9r1v
mouse_life_stage,Early adult
