gene_symbol,Cntfr
pvalue,0.6715574
mouse_strain,C57BL
parameter_id,IMPC_HEM_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
parameter_name,Hemoglobin
analysis_id,a6k3z36idmyha59
