parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
mouse_life_stage,Early adult
gene_symbol,Sdcbp2
gene_accession_id,MGI:2385156
pvalue,0.5023573
analysis_id,s4maom6s99i304p
mouse_strain,C57BL
