mouse_strain,129SV
pvalue,0.1004063
mouse_life_stage,Early adult
gene_symbol,Cntfr
parameter_name,Effector CD4+ T helper cells - % of CD45+
analysis_id,mrkam9c3hrhpb55
gene_accession_id,MGI:99605
parameter_id,MGP_MLN_066_001
