gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_048_001
pvalue,0.2033094
parameter_name,Follicular B cells - % of B2 cells
analysis_id,wh470j05x133o7f
