parameter_id,ESLIM_014_001_008
pvalue,0.8419235
mouse_strain,C57BL
parameter_name,Cornea vascularisation
gene_symbol,Mecom
analysis_id,6vh0h2hu79lw29b
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
