parameter_name,Distance travelled - total
analysis_id,y183326c119c1is
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_020_001
pvalue,0.8381898
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
gene_symbol,Wars2
