parameter_name,Startle response
gene_symbol,Atf3
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_036_001
pvalue,0.7407925
mouse_strain,C57BL
gene_accession_id,MGI:109384
analysis_id,9o32cs8h6rb0c1u
