parameter_name,Periphery average speed
mouse_life_stage,Early adult
analysis_id,bjb7l928bxptg62
gene_accession_id,MGI:1914556
mouse_strain,C57BL
parameter_id,JAX_OFD_013_001
gene_symbol,Zc2hc1a
pvalue,0.5294489
