parameter_id,HMGULA_CBC_018_001
mouse_strain,C57BL
analysis_id,272kk15y490nbbe
mouse_life_stage,Early adult
gene_accession_id,MGI:88479
pvalue,0.5607279
parameter_name,Glucose
gene_symbol,Cpa3
