mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Naive CD8+ T cells - % of CD8+
gene_accession_id,MGI:1921802
parameter_id,MGP_MLN_015_001
analysis_id,l24379i01pd3g4l
pvalue,0.2129641
gene_symbol,Nipal3
