parameter_id,IMPC_ABR_008_001
mouse_life_stage,Early adult
gene_symbol,Slc45a3
analysis_id,yx3601l0ge1ceq3
pvalue,0.9714618
gene_accession_id,MGI:1922082
mouse_strain,C57BL
parameter_name,18kHz-evoked ABR Threshold
